class,cap-shape,veil-type,veil-color,ring-type,spore-print-color,population,habitat
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
e,x,p,w,p,k,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,s,d
p,f,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
p,x,p,w,p,k,s,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,g
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,k,v,d
p,x,p,w,l,h,v,g
p,x,p,w,l,h,v,p
p,f,p,w,l,h,y,p
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,p
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,x,p,w,p,k,y,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,p
e,f,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,x,p,w,p,k,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
p,f,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,n,v,d
p,f,p,w,l,h,v,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
p,x,p,w,p,k,s,d
p,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
p,f,p,w,l,h,v,p
p,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
p,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,y,p
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,p
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,g
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,p
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,p
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,p
p,x,p,w,l,h,v,g
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,g
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,g
p,x,p,w,p,n,s,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,h,v,u
p,x,p,w,l,h,y,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,p
p,x,p,w,l,h,y,p
p,x,p,w,p,k,v,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,p
p,x,p,w,p,n,s,d
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,g
p,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,v,g
p,x,p,w,p,k,v,d
p,f,p,w,p,h,v,g
p,x,p,w,l,h,v,p
e,x,p,w,e,w,c,w
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,g
p,x,p,w,p,n,s,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,v,g
p,x,p,w,p,h,s,g
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,y,p
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
p,x,p,w,l,h,y,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,v,p
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,y,p
e,x,p,w,p,k,v,d
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,p
p,x,p,w,e,w,v,p
p,x,p,w,l,h,y,p
p,x,p,w,l,h,v,g
p,x,p,w,p,n,v,d
p,f,p,w,l,h,v,g
p,f,p,w,p,h,s,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,d
p,x,p,w,p,k,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,d
p,x,p,w,p,n,v,d
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,p
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,p
p,x,p,w,p,n,s,d
p,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,p
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,f,h,y,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,x,p,w,l,h,y,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,p
e,x,p,w,p,n,v,d
p,f,p,w,l,h,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,g
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,p
p,x,p,w,p,k,v,d
p,x,p,w,l,h,y,d
p,x,p,w,e,w,v,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,y,d
e,f,p,w,p,n,y,d
p,x,p,w,e,w,v,l
e,f,p,w,p,n,v,d
p,b,p,w,p,r,v,m
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,p
e,f,p,w,p,k,v,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,g
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,p
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,p
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,d
p,f,p,w,l,h,v,p
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
p,f,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,f,p,w,p,h,v,u
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,p
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,p
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,d
e,f,p,w,e,w,v,l
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,g
p,x,p,w,p,h,s,u
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
p,x,p,w,l,h,y,p
e,f,p,w,p,k,y,d
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
p,x,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,g
p,f,p,w,p,h,s,u
e,f,p,w,p,n,y,d
p,x,p,w,e,w,v,d
e,x,p,w,p,n,v,d
p,x,p,w,p,k,v,d
p,x,p,w,p,n,v,d
p,x,p,w,e,w,v,l
p,f,p,w,l,h,y,p
p,x,p,w,l,h,v,g
p,x,p,w,p,h,s,u
p,f,p,w,l,h,y,p
p,x,p,w,l,h,y,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,g
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,g
p,f,p,w,p,h,v,u
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,p
p,x,p,w,l,h,v,g
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,p
p,f,p,w,p,h,s,u
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,x,p,w,p,h,s,g
p,f,p,w,l,h,y,g
p,x,p,w,p,h,s,g
p,f,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
p,f,p,w,l,h,y,p
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,p
p,x,p,w,p,k,s,d
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,v,p
p,x,p,w,l,h,y,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,d
p,x,p,w,l,h,y,p
e,k,p,w,e,w,v,l
p,f,p,w,l,h,y,p
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
e,f,p,w,e,w,c,w
p,f,p,w,l,h,v,p
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,d
p,f,p,w,l,h,y,p
p,x,p,w,l,h,v,d
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,g
e,k,p,w,e,w,c,w
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,p
p,f,p,w,l,h,y,p
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,d
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,g
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,p
p,f,p,w,l,h,y,d
p,x,p,w,l,h,v,g
p,x,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,p
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,p
e,x,p,w,f,h,v,d
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,d
p,x,p,w,e,w,v,p
p,f,p,w,l,h,v,d
p,k,p,w,e,w,v,d
p,f,p,w,l,h,y,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
p,f,p,w,l,h,y,p
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,v,p
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,g
p,x,p,w,l,h,y,g
p,f,p,w,p,h,s,u
p,x,p,w,l,h,v,g
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,g
p,x,p,w,l,h,v,g
